Id,BuiltArea,LotArea,Bedrooms,Bathrooms,Floors,Age,DistanceToCityCenter,SchoolRating,CrimeIndex,HasParking,HasGym,HasSwimmingPool,FurnishingType,SalePrice
2904,1664.754368,1060.901339,3,2,2,5,3.571200809,3,65.67759606,1,1,0,Semi-Furnished,86.20948585
2905,741.4131517,2890.107444,3,2,1,29,4.714852817,6,78.89510813,0,0,1,Fully-Furnished,84.8235332
2906,1875.289584,1943.103767,4,1,1,9,15.64174253,6,67.22736289,1,1,1,Fully-Furnished,122.489733
2907,1291.902798,2068.475763,2,1,2,38,4.043982247,7,50.45059885,1,0,0,Semi-Furnished,95.40449532
2908,934.9653305,1777.301626,1,1,2,30,3.966928969,6,60.09349285,0,1,1,Semi-Furnished,111.3943955
2909,1274.993571,2618.278271,3,2,1,17,5.191118056,4,69.69609598,1,0,0,Unfurnished,140.4745899
2910,2128.574608,2626.52791,1,3,1,32,3.207276988,6,42.45262745,0,0,0,Unfurnished,127.7451744
2911,1232.332456,2268.043482,1,1,2,18,8.061226299,3,63.42599771,1,1,1,Semi-Furnished,112.36489
2912,1679.226809,2451.831285,1,2,2,22,12.35564205,1,69.59558013,0,0,0,Semi-Furnished,87.42014553
2913,1134.521862,1830.328264,3,2,2,4,5.558030695,1,51.235368,0,1,1,Fully-Furnished,97.78338636
2914,1878.960925,2433.762406,3,4,1,25,2.506702881,5,57.03007428,1,0,0,Fully-Furnished,129.4010141
2915,1842.753869,1729.69778,2,1,2,28,9.167445252,8,80.68686654,1,0,1,Fully-Furnished,102.6777921
2916,2424.304417,2001.785298,3,3,1,23,7.776902649,3,40.62453304,1,0,1,Semi-Furnished,131.2270825
2917,1412.218027,1780.285001,3,4,3,5,12.0108982,2,45.96254408,0,0,0,Unfurnished,94.38146886
2918,1834.327402,1634.225169,1,1,2,38,6.181966803,8,58.33960712,1,0,1,Fully-Furnished,98.50320438
2919,1549.03377,1448.710562,2,4,3,3,6.959372881,9,36.70898988,1,0,0,Semi-Furnished,123.621463
2920,2147.935891,2374.152083,5,1,1,25,7.401878542,9,48.89653896,1,0,0,Semi-Furnished,140.0693005
2921,1140.583806,,3,4,3,14,8.356016442,2,31.71729956,0,1,0,Unfurnished,104.5503748
2922,1872.502656,2936.881577,3,3,2,12,6.429753291,8,21.60537503,0,1,0,Fully-Furnished,155.9016303
2923,1402.651352,994.7477312,5,4,3,39,5.781423568,2,53.60509687,0,1,1,Fully-Furnished,97.82414456
2924,1467.905911,3031.362441,1,4,3,21,0.59848926,7,30.00119093,1,1,0,Semi-Furnished,141.4919482
2925,1545.876242,1745.473199,2,4,3,12,5.738451164,8,36.1762348,0,0,1,Fully-Furnished,131.1620087
2926,1626.120198,2480.586412,1,1,1,38,10.86089307,,65.35779025,0,0,1,Unfurnished,113.2735229
2927,1441.885478,1275.027734,4,1,2,16,11.40098208,8,52.54674651,1,1,0,Fully-Furnished,100.5091408
2928,1607.356592,2113.583931,3,3,1,35,6.115547906,3,49.44552938,1,1,0,Unfurnished,96.9524428
2929,2289.059029,2250.978546,4,4,3,38,13.19794399,1,44.41761905,1,0,0,Semi-Furnished,132.8409317
2930,1992.724843,812.3161665,3,2,3,24,7.885183713,7,73.08062997,1,1,0,Unfurnished,118.9729166
2931,1934.577296,2486.613733,4,4,1,33,2.648614513,10,83.5767269,0,0,1,Unfurnished,145.2495522
2932,1272.230237,3076.748006,5,2,1,20,1.390463774,3,59.09787429,0,1,1,Unfurnished,132.3479074
2933,1055.379586,1860.281643,3,2,3,24,12.87303169,8,10.51176531,0,0,1,Unfurnished,82.85068378
2934,1977.650279,3088.134505,3,4,2,24,6.507985099,9,49.48195912,0,1,0,Semi-Furnished,134.1677466
2935,1938.023396,,4,2,1,21,3.143741908,2,34.1520239,1,1,0,Unfurnished,121.6364701
2936,2236.335338,2679.667625,2,2,3,22,0.5,1,43.26616689,0,1,0,Semi-Furnished,127.8015282
2937,1198.009687,500,4,4,3,24,6.417135556,8,57.2161928,1,0,1,Fully-Furnished,110.5099606
2938,1385.225672,3935.022223,3,1,2,13,9.619003436,10,51.58614705,1,1,0,Fully-Furnished,121.7570354
2939,680.2579187,3196.366596,3,4,3,13,5.209235424,6,29.44533875,0,1,1,Fully-Furnished,130.2537516
2940,1303.764447,1772.299597,2,3,1,25,3.787019359,10,39.61647848,1,0,0,Fully-Furnished,106.5808086
2941,1998.285255,500,1,2,3,39,5.802496926,1,67.22194768,1,0,1,Semi-Furnished,97.82517238
2942,1266.75231,2230.422695,2,3,3,29,12.97276808,3,73.84025849,1,1,0,Semi-Furnished,106.6596091
2943,1820.239898,844.8595623,1,2,3,25,2.428073529,9,70.47493261,1,0,0,Fully-Furnished,92.86901764
2944,1404.748447,2355.88283,3,1,3,37,5.433195878,9,29.73448593,1,0,1,Unfurnished,139.3772828
2945,1662.028514,2329.252575,5,2,2,21,12.84303096,6,44.7220257,0,0,1,Fully-Furnished,105.0853275
2946,926.1543051,1246.877465,5,4,1,38,9.976705158,3,39.08633924,1,1,1,Fully-Furnished,103.1695997
2947,1542.604725,2896.773619,4,2,3,38,8.716511255,8,59.99976312,0,0,1,Fully-Furnished,131.914538
2948,400,2644.459762,2,3,1,33,5.406215458,6,45.58401107,1,1,1,Semi-Furnished,72.8445135
2949,1406.551921,2780.65867,2,4,2,24,8.122019258,1,34.78652918,1,0,1,Fully-Furnished,105.1494878
2950,684.7633781,2007.086163,5,3,1,35,5.848683726,6,72.1902526,0,1,1,Fully-Furnished,108.4801408
2951,2102.997258,867.5807465,1,1,2,12,4.562455476,5,41.32741148,0,0,1,Fully-Furnished,115.5056101
2952,1888.703676,2782.297818,2,3,1,28,3.679770099,8,65.16688494,1,0,1,Semi-Furnished,142.5428931
2953,1733.335491,1783.702881,1,3,1,8,11.13638239,2,40.84753701,0,1,1,Fully-Furnished,75.85997042
2954,2260.503114,888.1758854,1,3,3,14,7.758375471,7,61.80838518,0,1,1,Fully-Furnished,125.6600623
2955,1025.54174,3081.631493,1,4,1,30,9.258054975,6,45.14723689,0,1,0,Unfurnished,96.23143893
2956,2373.681599,3679.526016,1,1,3,26,8.606692743,1,34.40564997,1,1,1,Fully-Furnished,140.9582421
2957,1966.095782,1967.001497,4,1,3,30,9.763675311,,67.27480891,0,1,1,Semi-Furnished,137.0496611
2958,1381.722356,3727.296924,4,1,1,9,6.98112484,6,39.38767734,0,1,1,Unfurnished,146.7304391
2959,2067.810074,2073.051783,5,3,3,36,6.073370196,3,51.64350081,0,1,1,Fully-Furnished,122.6370992
2960,946.8532438,1695.635277,4,4,1,6,4.738878682,5,30.51036983,1,1,1,Semi-Furnished,110.0584907
2961,1087.742919,1495.633237,2,4,3,31,2.344123466,7,29.32823908,0,0,0,Unfurnished,97.10192082
2962,1195.705138,3309.665926,4,4,3,10,3.511867318,9,73.07652247,0,1,0,Semi-Furnished,150.6070442
2963,1235.511146,,2,3,2,27,6.538329116,4,52.09683132,1,1,1,Unfurnished,112.5380363
2964,971.7211786,,2,1,2,3,1.587842062,2,48.41337215,0,1,1,Semi-Furnished,124.6731473
2965,2111.541534,1552.668932,1,3,1,30,2.470856383,3,43.66019817,1,0,1,Unfurnished,122.3331609
2966,1370.5728,1631.75459,5,4,3,28,12.16855957,7,38.32959436,1,1,1,Fully-Furnished,107.7738841
2967,1676.252484,2824.199755,1,3,2,32,8.896717939,8,58.7453491,1,0,0,Fully-Furnished,124.604289
2968,1214.824317,1695.970523,1,2,2,3,6.192653087,5,71.30603642,0,0,1,Fully-Furnished,85.97509949
2969,589.6983497,1676.163696,4,1,2,25,17.08629784,3,62.26293747,0,0,0,Fully-Furnished,56.43132909
2970,1635.028679,2906.243758,4,1,3,30,1.407001125,1,59.16029022,1,0,0,Unfurnished,119.1026172
2971,543.8725123,3277.917835,2,4,1,30,11.90244511,10,45.29194528,0,0,0,Unfurnished,108.9969505
2972,1465.682977,2515.751843,4,3,3,26,7.554135669,1,59.52506715,0,0,0,Unfurnished,117.1174326
2973,815.8424806,1476.18418,4,4,3,24,11.14018809,2,79.23443863,1,0,1,Unfurnished,93.94436866
2974,2493.638,1591.513201,3,3,2,35,8.435814869,5,46.01097317,0,0,0,Unfurnished,130.5419592
2975,1955.681361,2063.932211,2,2,3,30,0.511019751,3,55.3868182,0,1,1,Unfurnished,129.0840411
2976,1552.876896,2256.74405,2,1,3,36,8.38184187,7,70.4035895,0,0,0,Fully-Furnished,119.5047622
2977,2131.853339,1209.707272,3,1,2,22,9.342223419,2,79.25413955,0,0,1,Unfurnished,112.8500068
2978,1076.842011,2578.430352,2,3,2,34,0.5,2,52.09732833,1,1,1,Semi-Furnished,137.9065311
2979,1771.739689,2068.410664,5,1,3,3,15.77619318,3,62.72323703,0,1,0,Semi-Furnished,131.4630136
2980,1599.905217,627.4333451,5,3,2,27,9.244830377,1,46.18756227,1,1,0,Semi-Furnished,86.36939919
2981,1632.010041,1256.858814,3,4,1,12,10.68795096,2,54.86622899,1,1,0,Unfurnished,97.20642428
2982,2136.17675,1596.697061,4,2,1,0,3.337882442,5,46.35314269,1,1,0,Fully-Furnished,150.9775947
2983,1866.246051,1941.713849,5,3,1,11,10.76247009,3,67.62393715,0,1,1,Semi-Furnished,110.5730154
2984,1644.361831,3511.423036,3,2,1,39,12.35801784,10,75.14534628,1,1,0,Unfurnished,123.3346269
2985,672.5562819,2190.537045,5,4,1,25,9.014272913,6,31.90523689,0,1,0,Unfurnished,88.16892912
2986,1019.976852,1327.382488,1,4,2,22,7.962513766,2,48.42533411,1,1,1,Fully-Furnished,92.98749884
2987,1438.645533,2176.504643,3,4,2,21,4.4256475,8,41.8833063,0,0,1,Unfurnished,94.85142518
2988,1546.686187,1718.329802,2,3,1,27,7.135172329,4,45.21611453,1,1,1,Unfurnished,145.6895697
2989,934.8981377,2259.806592,5,2,1,16,5.951881943,3,46.37135221,1,0,1,Semi-Furnished,119.1220319
2990,2705.838338,2464.45415,2,2,1,5,10.28798255,5,36.98035973,1,1,1,Semi-Furnished,185.0909245
2991,2258.197028,2967.384518,3,1,2,13,4.6004963,8,54.18935699,1,1,0,Semi-Furnished,162.6700932
2992,1801.05916,1980.570803,5,3,2,16,10.25860289,9,32.5203139,1,0,0,Semi-Furnished,149.7451942
2993,1536.018431,3311.168422,2,1,3,37,4.644057749,1,63.24233417,1,0,0,Semi-Furnished,120.2158
2994,1393.895515,2726.41813,4,1,3,4,6.950589783,4,54.4069846,1,1,1,Unfurnished,149.9106304
2995,1024.04077,1434.048364,4,3,3,12,10.46417759,6,34.0826681,1,0,0,Unfurnished,104.8261425
2996,1538.740259,3767.884533,1,1,3,8,5.18481312,6,33.28935599,1,0,0,Fully-Furnished,162.0447853
2997,1628.87627,2261.595611,3,1,2,25,10.60214596,9,61.72979622,0,0,0,Semi-Furnished,95.84755586
2998,879.1197123,1331.900397,2,1,2,12,10.21197663,1,39.44310114,0,1,1,Semi-Furnished,103.5127648
2999,1667.088209,3322.330441,1,4,2,18,6.916197306,5,73.21005935,0,0,1,Semi-Furnished,133.1175854
3000,1422.370476,3662.222068,3,3,2,16,12.64713281,10,18.14830829,1,0,0,Semi-Furnished,129.1950209
3001,546.0962211,1973.579789,4,4,1,15,8.311137368,1,34.21797838,0,0,0,Semi-Furnished,87.8052092
3002,1069.807495,1597.079792,2,1,3,29,12.40910611,,44.23408013,1,1,0,Unfurnished,67.5157803
3003,1293.197233,1862.100034,5,1,2,31,15.1738597,9,49.53103323,0,1,0,Unfurnished,87.37468998
3004,2443.843829,2571.785382,4,4,2,13,7.034795913,4,59.95167243,0,0,1,Semi-Furnished,155.0867755
3005,1778.276562,,5,1,3,14,10.57981994,,46.97129482,1,0,1,Unfurnished,147.6757842
3006,832.2592155,2456.389865,5,3,2,11,5.449728299,10,45.18185958,0,0,1,Semi-Furnished,137.7873528
3007,1743.018145,2081.378567,2,2,1,36,3.868742362,9,39.90443401,1,1,1,Fully-Furnished,142.3663565
3008,726.3480055,3198.409416,2,4,2,10,7.21816137,3,38.13134043,0,0,1,Semi-Furnished,110.6074284
3009,2041.345527,1749.730822,5,2,3,4,2.549598881,7,39.30635742,0,0,0,Fully-Furnished,147.5268261
3010,1264.437674,2824.735471,1,2,1,10,4.249568881,5,48.83282475,0,0,1,Fully-Furnished,150.4161121
3011,1453.181906,1769.549761,5,2,1,33,10.3657304,10,22.30634222,1,0,1,Semi-Furnished,97.53760216
3012,2162.898324,2344.818366,5,4,3,18,5.945403938,1,58.05005608,0,0,0,Semi-Furnished,121.7944793
3013,856.4182157,1909.149948,2,1,3,25,10.84205635,7,51.04066927,1,0,1,Semi-Furnished,90.64400444
3014,801.4409074,1955.318254,3,3,1,25,9.197647752,8,48.2390956,0,1,0,Semi-Furnished,131.7313969
3015,1208.200337,1698.090786,4,1,2,16,15.40461625,6,67.06670938,0,1,1,Unfurnished,83.31258534
3016,2019.189426,3075.883225,2,3,3,30,10.09734914,1,58.92390247,1,1,1,Unfurnished,131.7969684
3017,740.3269623,1413.65917,1,1,1,18,12.45687228,9,51.91431068,1,0,1,Fully-Furnished,86.57328305
3018,400,1407.814198,4,2,3,19,9.607538653,7,59.80385785,0,1,0,Semi-Furnished,90.21228774
3019,1274.420571,3696.794853,2,2,2,22,9.245574004,6,40.6605477,0,1,0,Unfurnished,125.1482923
3020,1775.8704,2782.278052,2,3,2,24,12.65893217,4,58.90165061,1,0,0,Unfurnished,120.8715352
3021,2100.130875,500,3,4,1,27,10.67518986,3,62.3145869,1,0,1,Unfurnished,103.8322535
3022,1268.419319,1547.793009,1,1,2,36,8.840254452,,13.29372581,0,0,0,Fully-Furnished,77.40961377
3023,1294.286696,550.40853,1,2,2,11,8.822618664,1,76.54884165,1,0,0,Unfurnished,46.81853974
3024,2076.950367,1239.447445,2,3,2,0,10.15291725,9,55.01141464,0,1,1,Semi-Furnished,138.9038343
3025,565.1291502,500,3,1,3,1,5.314505922,2,59.15908801,1,0,1,Unfurnished,74.42369996
3026,1305.739612,1890.408338,2,3,1,9,5.144802135,2,66.24514446,1,1,1,Semi-Furnished,120.4213594
3027,1595.211945,,5,4,1,33,13.70162373,3,47.94839119,0,0,1,Unfurnished,84.13410131
3028,1724.609361,2047.924205,5,4,1,31,15.45765466,1,43.75685623,0,0,0,Semi-Furnished,106.2456146
3029,1245.096653,,3,1,2,24,4.284470166,10,54.49649055,0,1,0,Fully-Furnished,100.660395
3030,1517.220506,2066.329483,2,4,3,9,5.32402227,3,91.39056159,0,1,0,Unfurnished,153.4591585
3031,400,1668.066978,3,1,1,0,12.57009128,4,48.49148108,1,1,1,Unfurnished,79.27918899
3032,1170.875794,3201.562372,2,1,3,31,10.13407997,9,40.38920695,1,1,1,Fully-Furnished,111.1637953
3033,1726.754356,3129.085489,2,4,1,36,10.70571242,5,70.1316381,1,1,1,Fully-Furnished,135.595622
3034,1008.852983,2628.276482,5,3,2,11,11.58640518,6,18.69530602,1,0,0,Fully-Furnished,124.4954245
3035,1529.492111,1738.708975,4,3,1,17,7.037071353,1,48.36033812,1,0,0,Semi-Furnished,106.1251719
3036,1723.43625,3588.304316,1,1,1,29,9.3198797,3,40.46246801,0,1,0,Semi-Furnished,122.6792324
3037,1328.7254,757.5717777,1,2,2,12,9.008768603,7,59.43336751,0,0,0,Unfurnished,70.27744728
3038,1585.231885,877.1530963,3,1,2,2,4.566033599,7,52.04340844,1,0,1,Semi-Furnished,90.58371444
3039,1018.633717,1932.97352,1,3,1,20,9.260363773,10,33.49703726,1,0,1,Unfurnished,124.3282154
3040,1396.69436,3803.230487,5,1,3,13,12.95084278,1,59.70724789,0,0,1,Fully-Furnished,152.33226
3041,1805.108085,1838.128875,4,3,2,39,6.663467045,9,37.6908199,1,1,0,Unfurnished,114.4174685
3042,1578.48648,1853.403805,2,4,1,9,8.610276995,1,49.28894564,0,0,0,Fully-Furnished,93.39668235
3043,1206.734365,846.4717151,2,1,2,1,8.826835664,7,43.59285628,1,1,0,Fully-Furnished,70.94714662
3044,1612.108202,2756.743668,5,1,3,36,6.861341798,2,62.21868336,1,1,0,Unfurnished,112.8345429
3045,1857.304895,2762.541003,1,4,1,10,10.70760495,,43.11747607,1,1,1,Semi-Furnished,156.7390737
3046,475.0293607,2631.260161,2,4,1,0,5.279737475,9,10,0,1,1,Semi-Furnished,115.6408213
3047,2079.537032,1496.623462,1,2,3,25,13.33058207,9,33.27150108,0,1,0,Unfurnished,126.1046057
3048,1331.872631,1434.634585,5,4,3,12,10.50482225,4,50.94764981,1,1,0,Semi-Furnished,97.95959914
3049,1712.744967,965.5021997,2,2,1,27,4.252925597,6,40.10587772,1,0,0,Fully-Furnished,106.9485869
3050,2098.623462,2067.098001,3,4,3,35,14.79203874,,67.88269151,0,0,1,Fully-Furnished,119.5362093
3051,814.1631514,1135.674137,4,3,3,20,8.672405845,3,34.68731661,0,1,0,Semi-Furnished,76.79087507
3052,1145.279499,1058.066796,1,1,1,9,5.108209931,6,58.65057318,1,1,0,Semi-Furnished,85.1455676
3053,1355.725652,1661.047426,1,4,2,11,12.4182181,1,62.11873,0,1,0,Fully-Furnished,102.0577881
3054,1108.123239,1608.67506,1,3,3,26,9.978686078,7,52.64236638,1,1,0,Unfurnished,134.622704
3055,2367.468288,1569.617177,1,4,2,2,0.912161183,2,56.13514637,1,1,1,Semi-Furnished,153.2854501
3056,1071.613953,2373.155677,5,1,2,27,5.897358731,8,47.97764594,1,1,1,Semi-Furnished,135.9627712
3057,1222.22661,2063.238242,5,4,2,1,9.116389349,5,54.13291385,0,0,1,Unfurnished,146.497124
3058,1602.194516,1769.475176,5,4,3,27,0.5,7,42.70888958,0,0,1,Fully-Furnished,122.2802001
3059,898.925237,2146.410343,5,1,1,30,8.340280342,8,53.39456463,1,0,1,Unfurnished,87.00187848
3060,1302.159644,1206.778367,2,4,1,20,8.631917491,3,45.68302875,1,0,0,Unfurnished,88.15039204
3061,1658.726631,2084.222899,5,1,1,6,3.26603247,6,45.67890512,1,0,0,Unfurnished,130.8523284
3062,1333.569798,2120.481994,2,2,1,30,9.082579545,,40.02399397,1,1,0,Semi-Furnished,114.8879648
3063,1453.306571,797.5625125,3,4,1,13,8.029855357,4,46.74607798,0,0,0,Fully-Furnished,77.36818832
3064,1235.333944,2796.555003,5,3,1,38,3.234823576,10,72.63151093,1,1,0,Fully-Furnished,137.1173807
3065,742.7648454,1294.853036,3,4,2,38,11.67824219,7,46.37952236,0,0,0,Semi-Furnished,50.91443837
3066,1660.796606,2072.247839,5,1,2,8,11.35141518,1,64.10011871,1,0,1,Unfurnished,116.6875773
3067,2377.466536,2931.529392,3,1,2,22,6.841051653,7,57.85754638,1,1,0,Semi-Furnished,159.3555371
3068,1509.200815,2740.541406,4,3,3,11,7.205674706,9,53.70428879,0,1,0,Unfurnished,117.7523453
3069,1612.632059,2027.466711,3,3,3,28,10.90505575,10,54.28830411,0,0,1,Unfurnished,125.1785514
3070,1846.361378,1710.000798,2,1,3,37,7.197347428,8,50.31590178,0,0,1,Unfurnished,106.4460946
3071,865.3347517,2758.009527,1,2,1,38,0.5,4,41.26941613,0,1,1,Unfurnished,96.24846476
3072,2351.257329,2539.755982,3,2,2,21,9.94774623,3,75.7709643,0,0,0,Semi-Furnished,132.67232
3073,1601.164398,1505.307984,1,1,3,3,4.746962717,7,65.86953676,0,1,0,Unfurnished,89.37385628
3074,2315.92845,,4,2,2,6,6.440627782,1,50.64649415,1,0,1,Semi-Furnished,142.2883997
3075,1133.483502,500,4,3,1,39,13.83148227,8,51.03667001,0,1,1,Unfurnished,57.37589414
3076,2409.030961,2123.225473,2,2,2,7,7.464086104,1,58.48800736,1,1,1,Semi-Furnished,154.471625
3077,1887.577747,1933.841804,2,3,1,34,8.006939743,7,34.12872682,0,1,1,Fully-Furnished,125.3631823
3078,1776.520043,2908.9531,3,4,3,8,10.0386691,6,38.25828204,0,0,0,Semi-Furnished,161.0414151
3079,1617.012227,2287.244075,5,3,1,12,10.02133578,10,21.84704472,0,1,1,Fully-Furnished,165.7110191
3080,1375.735691,3067.383355,4,4,1,38,4.32320893,8,46.82727989,1,0,1,Semi-Furnished,146.5471943
3081,2100.265829,1442.108618,1,3,2,19,7.758805938,6,67.87289342,1,0,0,Fully-Furnished,114.5245337
3082,1570.179935,2910.520265,5,3,1,20,8.144610112,5,45.76975419,0,0,0,Semi-Furnished,124.3065553
3083,516.4651482,1576.866897,4,2,3,18,9.088107587,9,82.86170104,0,1,1,Unfurnished,73.59511044
3084,941.4067691,2622.076849,3,3,3,1,9.156887764,4,43.46576639,1,0,0,Fully-Furnished,86.46284471
3085,1407.077124,,4,1,1,39,18.34976492,7,52.66977412,0,1,0,Unfurnished,82.90521212
3086,1654.999492,2188.108239,2,4,2,29,3.296560918,6,45.82522519,1,1,1,Fully-Furnished,128.8842038
3087,1471.705756,500,1,4,3,22,11.92036648,10,16.41503248,0,0,1,Unfurnished,82.78598557
3088,2109.485395,1786.290011,1,3,3,39,12.73350322,6,45.87105612,1,1,0,Unfurnished,88.95468646
3089,524.449068,2352.283195,2,1,1,12,9.971135896,5,37.38145669,1,1,1,Semi-Furnished,98.92198376
3090,1571.793968,1583.225159,5,3,1,32,5.398738421,2,53.5187812,0,1,1,Unfurnished,106.202996
3091,591.0103873,1159.649897,2,3,3,31,14.65867212,4,69.137335,0,0,0,Fully-Furnished,40.42517315
3092,1879.856148,2676.894775,1,2,1,27,0.5,,44.70745174,1,1,0,Fully-Furnished,116.7785272
3093,1452.770643,1917.229768,3,3,1,23,5.266933211,9,55.57054571,0,1,0,Fully-Furnished,118.2706153
3094,1709.804986,1608.343482,5,3,3,27,12.68672879,9,46.79921411,0,0,0,Semi-Furnished,110.7545743
3095,1068.05852,2033.516737,4,2,2,29,6.519553586,8,63.46141516,0,1,0,Semi-Furnished,73.90440676
3096,2139.732466,4109.335314,3,2,2,28,14.3858581,4,84.20952991,0,1,1,Fully-Furnished,136.8669519
3097,2020.862332,2922.80228,5,1,3,33,1.952781021,5,72.27445635,1,1,0,Unfurnished,157.7779226
3098,1791.772152,2930.058935,1,2,1,21,3.551592424,1,40.75617152,1,0,1,Semi-Furnished,119.2255152
3099,1435.241377,2348.437055,1,4,3,24,5.873447319,4,70.71509505,1,1,1,Unfurnished,137.5625251
3100,1789.928643,2133.188218,3,4,3,13,9.66959711,4,54.50341763,1,1,1,Semi-Furnished,139.0037292
3101,1146.553716,500,5,1,1,9,7.111919398,5,68.47654296,1,0,1,Semi-Furnished,80.04366385
3102,1927.77783,1456.815723,4,3,2,9,6.03840299,2,34.60510043,0,1,1,Semi-Furnished,125.2868296
3103,2324.740447,1615.540469,4,1,2,7,13.68158572,2,48.67005935,1,1,0,Semi-Furnished,136.5590256
3104,2035.30528,500.0863488,2,2,1,13,14.0537799,2,52.6797038,1,1,1,Fully-Furnished,87.74128267
3105,1135.198765,1074.067368,3,3,3,37,6.342480937,8,49.1912707,0,1,1,Semi-Furnished,75.15164854
3106,1680.708659,500,5,1,1,31,1.160928771,2,54.34769429,1,0,0,Semi-Furnished,76.68476584
3107,853.4292281,1969.340931,3,1,3,31,0.5,6,48.35139083,0,0,1,Fully-Furnished,77.3939555
3108,1786.195156,2655.012777,4,4,1,2,8.957160459,2,44.65364598,1,0,0,Fully-Furnished,119.862204
3109,1725.301706,2885.419615,5,1,1,19,10.62382249,8,43.13991787,0,1,1,Fully-Furnished,122.9926456
3110,565.0918302,2331.82757,1,3,2,12,8.251991142,1,37.71945405,1,1,0,Fully-Furnished,92.46646013
3111,919.108078,1229.282927,1,1,2,22,7.716367572,,54.62499389,1,1,0,Unfurnished,42.23868428
3112,1358.430552,500,5,1,1,18,4.781829541,5,47.86230785,1,1,1,Fully-Furnished,101.3943668
3113,1349.570126,594.5050405,3,2,1,15,10.61991918,6,41.90680563,0,0,0,Fully-Furnished,75.08667748
3114,895.2615323,984.8139382,3,1,2,35,14.71274152,9,27.51834272,0,0,0,Fully-Furnished,71.71340286
3115,1694.489365,1288.912242,1,3,3,34,0.5,6,58.07804218,1,1,1,Unfurnished,123.2425799
3116,1625.736804,1872.201202,1,4,2,6,7.689995245,8,60.13500819,1,0,1,Fully-Furnished,132.8945025
3117,1402.865434,1188.668625,4,4,3,36,4.118606602,,35.93570591,0,0,1,Unfurnished,91.9715692
3118,1122.10425,2271.180715,5,4,2,7,2.038136024,1,51.54540496,0,0,1,Semi-Furnished,115.4244559
3119,2024.353563,1814.181198,3,4,2,24,3.480096517,2,41.82285913,1,0,1,Unfurnished,111.0662319
3120,2327.703557,2008.436569,4,2,3,22,9.518691423,,60.77426006,0,0,1,Fully-Furnished,152.4239766
3121,1258.219258,2912.200442,3,3,1,9,9.61984879,1,42.56451003,0,1,0,Unfurnished,134.4003972
3122,1193.916541,1055.814613,1,2,2,29,13.84115104,8,42.62739187,0,1,1,Unfurnished,89.33450676
3123,1745.603833,2334.963663,5,4,2,32,8.035126189,4,51.96520612,0,0,1,Unfurnished,107.2039328
3124,1320.98531,1988.821417,2,2,2,10,0.967113481,7,43.69891121,0,0,1,Unfurnished,129.2615579
3125,1430.3014,1733.210975,5,1,1,34,7.04732183,7,42.6710533,0,0,1,Unfurnished,95.47095209
3126,1869.826576,2708.205057,2,3,2,26,2.454483711,,40.77899917,0,0,1,Unfurnished,116.8475777
3127,545.3219562,2703.211324,4,1,1,2,3.172816454,9,43.36560881,0,1,1,Unfurnished,115.7403332
3128,2159.151162,1242.807363,2,2,2,7,10.32223623,9,44.37588227,1,0,1,Unfurnished,147.7663717
3129,1536.340262,1854.271533,2,1,3,12,8.776723622,7,50.19302153,0,0,1,Semi-Furnished,108.2205954
3130,1294.253428,2224.969346,4,2,2,2,10.35026238,9,47.57067662,0,0,1,Semi-Furnished,124.5822813
3131,1455.382923,1781.594602,5,2,2,19,6.570028611,5,57.41857547,0,1,0,Fully-Furnished,91.7958139
3132,1481.214678,2468.017066,4,3,1,34,11.16211825,10,32.69831718,0,0,0,Fully-Furnished,107.8818995
3133,634.3993483,2224.953614,1,3,1,12,6.346388407,4,81.33803309,1,0,0,Fully-Furnished,80.36213709
3134,2247.469114,3466.048992,1,3,1,19,12.46673133,3,50.33219381,1,0,1,Fully-Furnished,133.1191897
3135,1520.662816,775.7766913,2,4,3,23,9.378555758,6,64.56966776,1,0,1,Fully-Furnished,101.9986641
3136,1721.501065,1902.051208,4,3,3,8,7.172012518,10,57.24429295,0,0,0,Fully-Furnished,124.4990858
3137,1975.774885,1273.197991,4,1,1,29,8.848372177,9,51.81014047,1,0,1,Semi-Furnished,125.1502757
3138,989.4187712,2483.285964,4,3,3,24,7.928557196,,56.76779184,1,1,0,Semi-Furnished,101.3746017
3139,1736.73595,706.262488,5,3,1,15,14.38442606,,55.09445019,1,1,1,Semi-Furnished,106.4383126
3140,1366.179455,2277.050168,3,3,3,7,8.98175049,3,47.36462796,0,0,1,Unfurnished,106.5274099
3141,1923.385388,1495.961255,3,2,1,27,7.99354931,3,85.90610032,0,1,1,Unfurnished,84.52123461
3142,436.3862898,1412.670507,3,2,1,11,7.046036572,2,66.7211268,1,0,1,Fully-Furnished,91.82207132
3143,1450.45285,842.8014372,5,3,3,23,11.37273688,9,26.08638059,1,1,0,Semi-Furnished,100.6554288
3144,1198.589672,1627.939243,4,2,2,28,10.83165336,4,65.76368994,0,0,1,Fully-Furnished,73.84076837
3145,1716.131475,2867.600424,3,2,1,14,6.904633479,3,51.062223,0,0,0,Semi-Furnished,128.4320286
3146,1735.022094,1979.849053,4,4,1,17,3.377433942,10,74.54958328,1,1,1,Semi-Furnished,146.6577554
3147,1146.187053,2502.144334,2,1,2,6,4.392127446,6,45.10481055,0,1,0,Fully-Furnished,93.82128156
3148,1143.913068,3331.713458,3,2,1,12,7.263349842,8,14.96626347,1,0,1,Fully-Furnished,133.9354686
